month	city_quadkey	avg_price_sqm
2020-01-01	120132232320023	60625.14
2020-02-01	120132232320023	62162.426
2020-03-01	120132232320023	62162.426
2019-09-01	120132232323100	31726.33
2019-10-01	120132232323100	32050.285
2019-11-01	120132232323100	32050.285
2019-12-01	120132232323100	32050.285
2020-01-01	120132232323100	32050.285
2020-02-01	120132232323100	32050.285
2020-03-01	120132232323100	32050.285
2019-09-01	120132232323101	31273.67
2019-10-01	120132232323101	31273.67
2019-11-01	120132232323101	31273.67
2019-12-01	120132232323101	31273.67
2020-01-01	120132232323101	30549.701
2020-02-01	120132232323101	30549.701
2020-03-01	120132232323101	30549.701
2019-09-01	120132232330300	32747.91
2019-10-01	120132232330300	32747.91
2019-11-01	120132232330300	32023.94
2019-12-01	120132232330300	32023.94
2020-01-01	120132232330300	32023.94
2020-02-01	120132232330300	31457.08
2020-03-01	120132232330300	31457.08
2019-09-01	120132232331123	35468.97
2019-10-01	120132232331123	33525.06
2019-11-01	120132232331123	33588.645
2019-12-01	120132232331123	33394.285
2020-01-01	120132232331123	33217.55
2020-02-01	120132232331123	34010.758
2020-03-01	120132232331123	35161.457
2019-09-01	120132233020312	33096.707
2019-10-01	120132233020312	31742.125
2019-11-01	120132233020312	28017.777
2019-12-01	120132233020312	28531.223
2020-01-01	120132233020312	33430.7
2020-02-01	120132233020312	33096.707
2020-03-01	120132233020312	33096.707
2019-09-01	120132233033022	39240.08
2019-10-01	120132233033022	38815.883
2019-11-01	120132233033022	37293.7
2019-12-01	120132233033022	36235.23
2020-01-01	120132233033022	39240.08
2020-02-01	120132233033022	39240.08
2020-03-01	120132233033022	37573.266
2019-09-01	120132233033200	29021.135
2019-10-01	120132233033200	29021.135
2019-11-01	120132233033200	29021.135
2019-12-01	120132233033200	29021.135
2020-01-01	120132233033200	29021.135
2020-02-01	120132233033200	29021.135
2020-03-01	120132233033200	29021.135
2019-09-01	120132233101300	31687.512
2019-10-01	120132233101300	31687.512
2019-11-01	120132233101300	32768.234
2019-12-01	120132233101300	32768.234
2020-01-01	120132233101300	33161.984
2020-02-01	120132233101300	32064.014
2020-03-01	120132233101300	32303.63
2020-03-01	120132233110131	40608.555
2019-09-01	120132233111132	47246.7
2019-10-01	120132233111132	47246.7
2019-11-01	120132233111132	47246.7
2019-12-01	120132233111132	47246.7
2020-01-01	120132233111132	47505.96
2020-02-01	120132233111132	47505.96
2020-03-01	120132233111132	47505.96
2019-09-01	120132233111133	46772.883
2019-10-01	120132233111133	46772.883
2019-11-01	120132233111133	46772.883
2019-12-01	120132233111133	46772.883
2020-01-01	120132233111133	46996.234
2020-02-01	120132233111133	46996.234
2020-03-01	120132233111133	46996.234
2019-09-01	120132233111301	37614.92
2019-10-01	120132233111301	36821.707
2019-11-01	120132233111301	36821.707
2019-12-01	120132233111301	36516.25
2020-01-01	120132233111301	38460.16
2020-02-01	120132233111301	38342.73
2020-03-01	120132233111301	39161.81
2019-09-01	120132233111310	46177.12
2019-10-01	120132233111310	45421.72
2019-11-01	120132233111310	45421.72
2019-12-01	120132233111310	45421.72
2020-01-01	120132233111310	46618.34
2020-02-01	120132233111310	46618.34
2020-03-01	120132233111310	45794.242
2019-09-01	120132233111311	47493.566
2019-10-01	120132233111311	47493.566
2019-11-01	120132233111311	47788.562
2019-12-01	120132233111311	47567.08
2020-01-01	120132233111311	48581.746
2020-02-01	120132233111311	48239.68
2020-03-01	120132233111311	47125.645
2019-12-01	120132233111313	37293.7
2019-09-01	120132233112323	40148.574
2019-10-01	120132233112323	40148.574
2019-11-01	120132233112323	40148.574
2019-12-01	120132233112323	40148.574
2020-01-01	120132233112323	40148.574
2020-02-01	120132233112323	40148.574
2020-03-01	120132233112323	40148.574
2019-09-01	120132233112330	35050.445
2019-10-01	120132233112330	35417.285
2019-11-01	120132233112330	35417.285
2019-12-01	120132233112330	35417.285
2020-01-01	120132233112330	35050.445
2020-02-01	120132233112330	35050.445
2020-03-01	120132233112330	35050.445
2019-10-01	120132233120103	27226.9
2019-11-01	120132233120103	27226.9
2019-12-01	120132233120103	27226.9
2020-01-01	120132233120103	26895.332
2020-02-01	120132233120103	26895.332
2020-03-01	120132233120103	26895.332
2019-09-01	120132233121120	27426.66
2019-10-01	120132233121120	27426.66
2019-11-01	120132233121120	26083.607
2019-12-01	120132233121120	26083.607
2020-01-01	120132233121120	26083.607
2020-02-01	120132233121120	26083.607
2020-03-01	120132233121120	26083.607
2020-01-01	120132233122231	46308.12
2020-02-01	120132233122231	46308.12
2020-03-01	120132233122231	50571.54
2019-11-01	120132233123300	37593.09
2019-12-01	120132233123300	37029.94
2020-01-01	120132233123300	39920.688
2020-02-01	120132233123300	39920.688
2020-03-01	120132233123300	39920.688
2020-01-01	120132233132023	33096.707
2020-02-01	120132233132023	34664.566
2020-03-01	120132233132023	37593.09
2020-03-01	120132233132030	38625.04
2019-09-01	120132233132110	39128.44
2019-10-01	120132233132110	62196.207
2019-11-01	120132233132110	42163.72
2019-12-01	120132233132110	41646.953
2020-01-01	120132233132110	79624.75
2020-02-01	120132233132110	79624.75
2020-03-01	120132233132110	38749.93
2019-09-01	120132233201201	40729.312
2019-10-01	120132233201201	40136.707
2019-11-01	120132233201201	39829.2
2019-12-01	120132233201201	39829.2
2020-01-01	120132233201201	39829.2
2020-02-01	120132233201201	39105.23
2020-03-01	120132233201201	38538.37
2020-03-01	120132233201203	36298.746
2020-03-01	120132233202101	39946.785
2019-09-01	120132233202303	45956.125
2019-10-01	120132233202303	43151.605
2019-11-01	120132233202303	45956.125
2019-12-01	120132233202303	45956.125
2020-01-01	120132233202303	43151.605
2020-02-01	120132233202303	43575.086
2020-03-01	120132233202303	43575.086
2019-09-01	120132233202310	46201.234
2019-10-01	120132233202310	46271.02
2019-11-01	120132233202310	46912.023
2019-12-01	120132233202310	46720.35
2020-01-01	120132233202310	46929.27
2020-02-01	120132233202310	46599.46
2020-03-01	120132233202310	46751.26
2019-09-01	120132233202312	34645.637
2019-10-01	120132233202312	34027.35
2019-11-01	120132233202312	34027.35
2019-12-01	120132233202312	34027.35
2020-01-01	120132233202312	34645.637
2020-02-01	120132233202312	34645.637
2020-03-01	120132233202312	34645.637
2019-12-01	120132233202320	30145.105
2020-01-01	120132233202320	30145.105
2020-03-01	120132233202320	30145.105
2019-09-01	120132233202321	33966.465
2019-10-01	120132233202321	32815.766
2019-11-01	120132233202321	32815.766
2019-12-01	120132233202321	33966.465
2020-01-01	120132233202321	33966.465
2020-02-01	120132233202321	33966.465
2020-03-01	120132233202321	34187.945
2019-09-01	120132233202332	40059.08
2019-10-01	120132233202332	40059.08
2019-11-01	120132233202332	39312.86
2019-12-01	120132233202332	38496.938
2020-01-01	120132233202332	38016.914
2020-02-01	120132233202332	37498.676
2020-03-01	120132233202332	37164.18
2019-10-01	120132233203211	30944.32
2019-11-01	120132233203211	29793.623
2019-12-01	120132233203211	30944.32
2020-01-01	120132233203211	30944.32
2020-02-01	120132233203211	30944.32
2020-03-01	120132233203211	30944.32
2019-09-01	120132233220111	44339.48
2019-10-01	120132233220111	43651.75
2019-11-01	120132233220111	43751.25
2019-12-01	120132233220111	43751.25
2020-01-01	120132233220111	43651.75
2020-02-01	120132233220111	43651.75
2020-03-01	120132233220111	43651.75
2019-09-01	120132233220113	47650.176
2019-09-01	120132233220131	41792.5
2019-10-01	120132233220131	41891.773
2019-11-01	120132233220131	42617.586
2019-12-01	120132233220131	41584.266
2020-01-01	120132233220131	41584.266
2020-02-01	120132233220131	41584.266
2020-03-01	120132233220131	41484.992
2019-09-01	120132233220133	57770.637
2019-10-01	120132233220133	57770.637
2019-11-01	120132233220133	57770.637
2019-12-01	120132233220133	57770.637
2020-01-01	120132233220133	58480.797
2020-03-01	120132233220133	57798.633
2019-09-01	120132233220311	51432.105
2019-10-01	120132233220311	51432.105
2019-11-01	120132233220311	51432.105
2019-12-01	120132233220311	51432.105
2020-01-01	120132233220311	51727.1
2020-02-01	120132233220311	51727.1
2020-03-01	120132233220311	51727.1
2019-09-01	120132233220312	47946.94
2019-10-01	120132233220312	48091.535
2019-11-01	120132233220312	48091.535
2019-12-01	120132233220312	48091.535
2020-01-01	120132233220312	48695.64
2020-03-01	120132233220312	48514.504
2019-09-01	120132233220313	41553.094
2019-10-01	120132233220313	41245.586
2019-11-01	120132233220313	41245.586
2019-12-01	120132233220313	41245.586
2020-01-01	120132233220313	41191.26
2020-02-01	120132233220313	41191.26
2020-03-01	120132233220313	41245.586
2019-09-01	120132233220321	40324.543
2019-10-01	120132233220321	40324.543
2019-11-01	120132233220321	40324.543
2019-12-01	120132233220321	40324.543
2020-01-01	120132233220321	40324.543
2020-02-01	120132233220321	40324.543
2020-03-01	120132233220321	40324.543
2019-09-01	120132233220323	41748.42
2019-10-01	120132233220323	41748.42
2019-11-01	120132233220323	41748.42
2019-12-01	120132233220323	41748.42
2020-01-01	120132233220323	41886.76
2020-02-01	120132233220323	41886.76
2020-03-01	120132233220323	41886.76
2019-09-01	120132233220330	45382.637
2019-10-01	120132233220330	46216.06
2019-12-01	120132233220330	46857.062
2020-01-01	120132233220330	45985.266
2019-09-01	120132233221021	37573.266
2019-10-01	120132233221021	37573.266
2019-11-01	120132233221021	39240.08
2019-12-01	120132233221021	39240.08
2020-01-01	120132233221021	38175.58
2020-02-01	120132233221021	38175.58
2020-03-01	120132233221021	37573.266
2019-09-01	120132233221022	56229.223
2019-10-01	120132233221022	55475.0
2019-11-01	120132233221022	54776.188
2019-12-01	120132233221022	54776.188
2020-01-01	120132233221022	54776.188
2020-02-01	120132233221022	54776.188
2020-03-01	120132233221022	54194.457
2019-09-01	120132233221023	56122.38
2019-10-01	120132233221023	56122.38
2019-11-01	120132233221023	56481.023
2019-12-01	120132233221023	56481.023
2020-01-01	120132233221023	56481.023
2020-02-01	120132233221023	56481.023
2020-03-01	120132233221023	56481.023
2020-03-01	120132233221032	51450.395
2019-09-01	120132233221200	56169.867
2019-10-01	120132233221200	56169.867
2019-11-01	120132233221200	56169.867
2019-12-01	120132233221200	56169.867
2020-01-01	120132233221200	56169.867
2020-02-01	120132233221200	56169.867
2020-03-01	120132233221200	56169.867
2019-09-01	120132233221201	49343.47
2019-10-01	120132233221201	49583.953
2019-11-01	120132233221201	49160.473
2019-12-01	120132233221201	48939.215
2020-01-01	120132233221201	48939.215
2020-02-01	120132233221201	48939.215
2020-03-01	120132233221201	48939.215
2020-01-01	120132233222112	29666.273
2020-02-01	120132233222112	29666.273
2020-03-01	120132233222112	30796.486
2019-09-01	120132233222130	43663.44
2019-10-01	120132233222130	43487.473
2019-11-01	120132233222130	43910.953
2019-12-01	120132233222130	43910.953
2020-01-01	120132233222130	43910.953
2020-02-01	120132233222130	43910.953
2020-03-01	120132233222130	43910.953
2019-09-01	120132233223020	43878.312
2020-01-01	120132233223020	45234.973
2020-02-01	120132233223020	45234.973
2020-03-01	120132233223020	45234.973
2019-09-01	120132233223021	33120.016
2019-10-01	120132233223021	31969.31
2019-11-01	120132233223021	31969.31
2019-12-01	120132233223021	30452.127
2020-01-01	120132233223021	32396.041
2020-02-01	120132233223021	32396.041
2020-03-01	120132233223021	31829.18
2019-10-01	120132233223132	42068.93
2019-11-01	120132233223132	42210.72
2019-12-01	120132233223132	43748.004
2020-01-01	120132233223132	45182.66
2019-09-01	120132233311233	35746.316
2019-10-01	120132233311233	35386.492
2019-11-01	120132233311233	35386.492
2019-12-01	120132233311233	35746.316
2020-01-01	120132233311233	35490.555
2020-02-01	120132233311233	35490.555
2020-03-01	120132233311233	35490.555
2019-09-01	120132233313030	37703.53
2019-10-01	120132233313030	37703.53
2019-11-01	120132233313030	37703.53
2019-12-01	120132233313030	37703.53
2020-01-01	120132233313030	37853.062
2020-02-01	120132233313030	37853.062
2020-03-01	120132233313030	37703.53
2019-09-01	120132233313212	52288.11
2019-10-01	120132233313212	50970.734
2019-11-01	120132233313212	50970.734
2019-12-01	120132233313212	50970.734
2019-09-01	120132233320221	39332.008
2019-10-01	120132233320221	39332.008
2019-11-01	120132233320221	39332.008
2019-12-01	120132233320221	38251.293
2020-01-01	120132233320221	36194.566
2020-02-01	120132233320221	35627.707
2020-03-01	120132233320221	35433.18
2020-03-01	120132233322101	50868.45
2019-09-01	120132233322222	30892.787
2019-10-01	120132233322222	31841.096
2019-11-01	120132233322222	30460.473
2019-12-01	120132233322222	30460.473
2020-01-01	120132233322222	30460.473
2020-02-01	120132233322222	31711.04
2020-03-01	120132233322222	31711.04
2019-09-01	120132233322223	37891.367
2019-10-01	120132233322223	37891.367
2019-11-01	120132233322223	37891.367
2019-12-01	120132233322223	37891.367
2020-01-01	120132233322223	37891.367
2020-02-01	120132233322223	37891.367
2020-03-01	120132233322223	37891.367
2019-09-01	120132233332111	54026.465
2019-10-01	120132233332111	54026.465
2019-11-01	120132233332111	54026.465
2019-12-01	120132233332111	54026.465
2020-01-01	120132233332111	54640.746
2020-02-01	120132233332111	54862.46
2020-03-01	120132233332111	54862.46
2019-11-01	120132233332113	58245.195
2019-12-01	120132233332113	58245.195
2019-09-01	120132233332301	51873.832
2019-10-01	120132233332301	53858.555
2019-11-01	120132233332301	57020.906
2019-12-01	120132233332301	57020.906
2020-01-01	120132233332301	52980.34
2020-02-01	120132233332301	53925.574
2020-03-01	120132233332301	52903.703
2019-09-01	120132233332310	51960.766
2019-10-01	120132233332310	51679.605
2019-11-01	120132233332310	51679.605
2019-12-01	120132233332310	49898.03
2020-01-01	120132233332310	51960.766
2020-02-01	120132233332310	51960.766
2020-03-01	120132233332310	51960.766
2019-09-01	120132233333000	59069.24
2019-10-01	120132233333000	59540.71
2019-11-01	120132233333000	59540.71
2019-12-01	120132233333000	59540.71
2020-01-01	120132233333000	59117.742
2020-02-01	120132233333000	59326.66
2020-03-01	120132233333000	59326.66
2019-09-01	120132233333002	54419.523
2019-10-01	120132233333002	53450.805
2019-11-01	120132233333002	53207.83
2019-12-01	120132233333002	54419.523
2020-01-01	120132233333002	54637.56
2020-02-01	120132233333002	54932.555
2020-03-01	120132233333002	54932.555
2019-09-01	120132233333020	31795.639
2019-10-01	120132233333020	31795.639
2019-12-01	120132233333020	30644.943
2020-01-01	120132233333020	31795.639
2020-02-01	120132233333021	40608.555
2020-03-01	120132233333021	40608.555
2019-09-01	120132233333303	47488.68
2019-10-01	120132233333303	47267.195
2019-11-01	120132233333303	47267.195
2019-12-01	120132233333303	46925.13
2020-01-01	120132233333303	46053.105
2020-02-01	120132233333303	46261.246
2020-03-01	120132233333303	46120.637
2019-09-01	120132233333312	51785.324
2019-10-01	120132233333312	51785.324
2019-11-01	120132233333312	53157.86
2019-12-01	120132233333312	51075.383
2020-01-01	120132233333312	53157.86
2020-02-01	120132233333312	53157.86
2020-03-01	120132233333312	52103.574
2019-09-01	120132233333333	41208.12
2019-10-01	120132233333333	41208.12
2019-11-01	120132233333333	41208.12
2019-12-01	120132233333333	41208.12
2020-01-01	120132233333333	41208.12
2020-02-01	120132233333333	41631.6
2020-03-01	120132233333333	41631.6
2019-09-01	120132302332033	87751.664
2019-10-01	120132302332033	87751.664
2019-11-01	120132302332033	86520.54
2019-12-01	120132302332033	86363.695
2020-01-01	120132302332033	85629.92
2020-02-01	120132302332033	85090.49
2020-03-01	120132302332033	88191.25
2019-09-01	120132302332122	72691.06
2019-10-01	120132302332122	73157.97
2019-11-01	120132302332122	74058.08
2019-12-01	120132302332122	74791.85
2020-01-01	120132302332122	78054.32
2020-02-01	120132302332122	77747.3
2020-03-01	120132302332122	74948.695
2019-09-01	120132302332123	65160.61
2019-10-01	120132302332123	65160.61
2019-11-01	120132302332123	65632.11
2019-12-01	120132302332123	65209.113
2020-01-01	120132302332123	65123.35
2020-02-01	120132302332123	64574.23
2019-09-01	120132302332211	64228.883
2019-10-01	120132302332211	64228.883
2019-11-01	120132302332211	64740.91
2019-12-01	120132302332211	64740.91
2020-01-01	120132302332211	64740.91
2020-02-01	120132302332211	64740.91
2020-03-01	120132302332211	64949.83
2019-09-01	120132302332213	57470.957
2019-10-01	120132302332213	58046.242
2019-11-01	120132302332213	57976.277
2019-12-01	120132302332213	58046.062
2020-01-01	120132302332213	59883.195
2020-02-01	120132302332213	59639.82
2020-03-01	120132302332213	59064.535
2019-09-01	120132302332300	71884.086
2019-10-01	120132302332300	71884.086
2019-11-01	120132302332300	71974.59
2019-12-01	120132302332300	71974.59
2020-01-01	120132302332300	71974.59
2020-02-01	120132302332300	71974.59
2020-03-01	120132302332300	71974.59
2019-09-01	120132302332301	68085.4
2019-10-01	120132302332301	69209.305
2019-11-01	120132302332301	69299.81
2019-12-01	120132302332301	69299.81
2020-01-01	120132302332301	69299.81
2020-02-01	120132302332301	69973.52
2020-03-01	120132302332301	70306.16
2019-09-01	120132302332302	76593.23
2019-10-01	120132302332302	76983.305
2019-11-01	120132302332302	76983.305
2019-12-01	120132302332302	77235.9
2020-01-01	120132302332302	77235.9
2020-02-01	120132302332302	77365.125
2020-03-01	120132302332302	79940.89
2019-09-01	120132302332313	59737.133
2019-10-01	120132302332313	50868.45
2019-11-01	120132302332313	50868.45
2019-12-01	120132302332313	50868.45
2020-01-01	120132302332313	56697.2
2020-02-01	120132302332313	56697.2
2020-03-01	120132302332313	60830.57
2019-09-01	120132302332331	78093.13
2019-10-01	120132302332331	78442.7
2019-11-01	120132302332331	78442.7
2019-12-01	120132302332331	78442.7
2020-01-01	120132302332331	78776.375
2020-02-01	120132302332331	78442.7
2020-03-01	120132302332331	78866.36
2019-09-01	120132302332332	81719.17
2019-10-01	120132302332332	81008.91
2019-11-01	120132302332332	80785.54
2019-12-01	120132302332332	81218.17
2020-01-01	120132302332332	80595.27
2020-02-01	120132302332332	80595.27
2020-03-01	120132302332332	79885.01
2019-09-01	120132302332333	91988.29
2019-10-01	120132302332333	91988.29
2019-11-01	120132302332333	93721.305
2019-12-01	120132302332333	94156.37
2020-01-01	120132302332333	94975.4
2020-02-01	120132302332333	94975.4
2020-03-01	120132302332333	94975.4
2019-09-01	120132302333201	92966.4
2019-10-01	120132302333201	97372.71
2019-11-01	120132302333201	99466.63
2019-12-01	120132302333201	99466.63
2020-01-01	120132302333201	97690.3
2020-02-01	120132302333201	97690.3
2020-03-01	120132302333201	96386.64
2019-09-01	120132302333203	70933.6
2019-10-01	120132302333203	70933.6
2019-11-01	120132302333203	71294.27
2019-12-01	120132302333203	71294.27
2020-01-01	120132302333203	71294.27
2020-02-01	120132302333203	71294.27
2020-03-01	120132302333203	71294.27
2019-11-01	120132302333210	98452.62
2019-09-01	120132302333212	67151.27
2019-10-01	120132302333212	67151.27
2019-11-01	120132302333212	67144.79
2019-12-01	120132302333212	67144.79
2020-01-01	120132302333212	67144.79
2020-02-01	120132302333212	67144.79
2020-03-01	120132302333212	67663.3
2019-09-01	120132302333220	73817.86
2019-10-01	120132302333220	73817.86
2019-11-01	120132302333220	73817.86
2019-12-01	120132302333220	74440.76
2020-01-01	120132302333220	74440.76
2020-02-01	120132302333220	74440.76
2020-03-01	120132302333220	72143.16
2019-09-01	120132302333221	69206.26
2019-10-01	120132302333221	69206.26
2019-11-01	120132302333221	69206.26
2019-12-01	120132302333221	69206.26
2020-01-01	120132302333221	68341.64
2020-02-01	120132302333221	68341.64
2020-03-01	120132302333221	68341.64
2019-09-01	120132302333230	69214.14
2019-10-01	120132302333230	69214.14
2019-11-01	120132302333230	69214.14
2019-12-01	120132302333230	69214.14
2020-01-01	120132302333230	69214.14
2020-02-01	120132302333230	69214.14
2019-09-01	120132302333321	39240.08
2019-10-01	120132302333321	36235.23
2019-11-01	120132302333321	36235.23
2019-12-01	120132302333321	36235.23
2019-09-01	120132302333322	67045.03
2019-10-01	120132302333322	65981.03
2019-11-01	120132302333322	65981.03
2019-12-01	120132302333322	65981.03
2020-01-01	120132302333322	65981.03
2020-02-01	120132302333322	65763.01
2020-03-01	120132302333322	65541.25
2019-09-01	120132302333332	61699.4
2019-10-01	120132302333332	59121.496
2019-11-01	120132302333332	59121.496
2019-12-01	120132302333332	59121.496
2020-01-01	120132302333332	60180.47
2020-02-01	120132302333332	60180.47
2020-03-01	120132302333332	63342.82
2019-10-01	120132303231032	37941.332
2019-11-01	120132303231032	37941.332
2019-09-01	120132303232331	43677.86
2019-10-01	120132303232331	43677.86
2019-11-01	120132303232331	43677.86
2019-12-01	120132303232331	43677.86
2019-09-01	120132303232333	36080.688
2019-10-01	120132303232333	35356.723
2019-11-01	120132303232333	35356.723
2019-12-01	120132303232333	34327.133
2020-01-01	120132303232333	35902.44
2020-02-01	120132303232333	35902.44
2020-03-01	120132303232333	34085.35
2019-09-01	120132303233220	44260.227
2019-10-01	120132303233220	44260.227
2019-11-01	120132303233220	45719.727
2019-12-01	120132303233220	45937.76
2020-01-01	120132303233220	45937.76
2020-02-01	120132303233220	45937.76
2020-03-01	120132303233220	44769.76
2019-09-01	120132303233222	44175.434
2019-10-01	120132303233222	47626.363
2019-11-01	120132303233222	44767.523
2019-12-01	120132303233222	45330.67
2020-01-01	120132303233222	45330.67
2020-02-01	120132303233222	45330.67
2020-03-01	120132303233222	44821.848
2019-09-01	120132303233223	45744.977
2019-10-01	120132303233223	44657.332
2019-11-01	120132303233223	45220.48
2019-09-01	120132303303213	22558.838
2019-10-01	120132303303213	22558.838
2019-11-01	120132303303213	22286.223
2019-12-01	120132303303213	22286.223
2020-01-01	120132303303213	22286.223
2020-02-01	120132303303213	22480.748
2020-03-01	120132303303213	23359.477
2019-09-01	120132303330021	20411.834
2019-10-01	120132303330021	20411.834
2019-11-01	120132303330021	20411.834
2019-12-01	120132303330021	20411.834
2020-01-01	120132303330021	20411.834
2020-02-01	120132303330021	20411.834
2020-03-01	120132303330021	20411.834
2019-09-01	120132303330023	21656.531
2019-10-01	120132303330023	21656.531
2019-11-01	120132303330023	21656.531
2020-03-01	120132303330023	21656.531
2019-09-01	120132303330032	31282.424
2019-10-01	120132303330032	31282.424
2019-11-01	120132303330032	33278.215
2019-12-01	120132303330032	32684.371
2020-01-01	120132303330032	33208.445
2020-02-01	120132303330032	36660.945
2020-03-01	120132303330032	37323.79
2019-09-01	120132320033323	25912.938
2019-10-01	120132320033323	25912.938
2019-11-01	120132320033323	25912.938
2019-12-01	120132320033323	25912.938
2020-01-01	120132320033323	25912.938
2020-02-01	120132320033323	25912.938
2020-03-01	120132320033323	25912.938
2019-09-01	120132320110101	77648.81
2019-10-01	120132320110101	78115.72
2019-11-01	120132320110101	79879.29
2019-12-01	120132320110101	80741.34
2020-01-01	120132320110101	80418.72
2020-02-01	120132320110101	80418.72
2020-03-01	120132320110101	81152.5
2019-09-01	120132320110102	92428.81
2019-10-01	120132320110102	92428.81
2019-11-01	120132320110102	92558.04
2019-12-01	120132320110102	93598.86
2020-01-01	120132320110102	93598.86
2020-02-01	120132320110102	93927.55
2020-03-01	120132320110102	94069.38
2019-09-01	120132320110103	76373.664
2019-10-01	120132320110103	76373.664
2019-11-01	120132320110103	76804.8
2019-12-01	120132320110103	77197.766
2020-01-01	120132320110103	77543.0
2020-02-01	120132320110103	77543.0
2020-03-01	120132320110103	76895.305
2019-09-01	120132320110110	81961.766
2019-10-01	120132320110110	82264.23
2019-11-01	120132320110110	82609.46
2019-12-01	120132320110110	82766.305
2020-01-01	120132320110110	82766.305
2020-02-01	120132320110110	82766.305
2020-03-01	120132320110110	82118.61
2019-09-01	120132320111102	55677.27
2019-10-01	120132320111102	55677.27
2019-11-01	120132320111102	55886.188
2019-12-01	120132320111102	55250.59
2020-01-01	120132320111102	56633.8
2020-02-01	120132320111102	55341.094
2020-03-01	120132320111102	54149.273
2019-10-01	120132320201133	52980.875
2019-11-01	120132320201133	52462.074
2019-12-01	120132320201133	53775.23
2020-01-01	120132320201133	56383.633
2020-02-01	120132320201133	56594.984
2020-03-01	120132320201133	54625.18
2019-09-01	120132320202023	43496.19
2019-10-01	120132320202023	43154.125
2019-11-01	120132320202023	43362.266
2019-12-01	120132320202023	43362.266
