,hash,x,y,food_100m,food_250m,food_500m,food_750m,food_1km
51,120132233110131.0,56.3323846895464,36.46911621093729,0.0,0.0,0.0,0.0,0.0
52,120132233111132.0,56.32628104869076,36.54602050781227,0.0,0.0,0.0,0.0,0.0
53,120132233111133.0,56.32628104869076,36.55700683593729,0.0,0.0,0.0,0.0,0.0
54,120132233111301.0,56.3201764277201,36.53503417968729,0.0,0.0,0.0,0.0,0.0
55,120132233111310.0,56.3201764277201,36.54602050781227,0.0,0.0,0.0,0.0,0.0
56,120132233111311.0,56.3201764277201,36.55700683593729,0.0,0.0,0.0,0.0,0.0
57,120132233112323.0,56.25296088381104,36.44714355468729,0.0,0.0,0.0,0.0,0.0
58,120132233112330.0,56.259076291962316,36.45812988281227,0.0,0.0,0.0,0.0,0.0
59,120132233120103.0,56.240727123849766,36.27136230468728,0.0,0.0,0.0,0.0,0.0
60,120132233121120.0,56.23460877186107,36.34826660156228,0.0,0.0,0.0,0.0,0.0
61,120132233121121.0,56.23460877186107,36.35925292968727,0.0,0.0,0.0,0.0,0.0
62,120132233122320.0,56.16111196877527,36.26037597656229,0.0,0.0,0.0,0.0,0.0
63,120132233132030.0,56.18562661597488,36.41418457031227,0.0,0.0,0.0,0.0,0.0
64,120132233132110.0,56.19787804619133,36.45812988281227,0.0,0.0,0.0,0.0,0.0
65,120132233200100.0,56.14884875036816,35.90881347656229,0.0,0.0,0.0,0.0,0.0
66,120132233200323.0,56.105896526072144,35.91979980468728,0.0,0.0,0.0,0.0,0.0
67,120132233201201.0,56.124310520383034,35.96374511718729,0.0,0.0,0.0,0.0,0.0
68,120132233201203.0,56.118173505458,35.96374511718729,0.0,0.0,0.0,0.0,0.0
69,120132233202101.0,56.09975656143395,35.91979980468728,0.0,0.0,0.0,0.0,0.0
70,120132233202132.0,56.08133076667443,35.93078613281227,0.0,0.0,0.0,0.0,0.0
71,120132233202303.0,56.06904198524484,35.91979980468728,0.0,0.0,0.0,0.0,0.0
72,120132233202310.0,56.07518686784432,35.93078613281227,0.0,0.0,0.0,0.0,0.0
73,120132233202312.0,56.06904198524484,35.93078613281227,0.0,0.0,0.0,0.0,0.0
74,120132233202320.0,56.0628961187875,35.90881347656229,0.0,0.0,0.0,0.0,0.0
75,120132233202321.0,56.0628961187875,35.91979980468728,0.0,0.0,0.0,0.0,0.0
76,120132233202330.0,56.0628961187875,35.93078613281227,0.0,0.0,0.0,0.0,0.0
77,120132233202332.0,56.05674926838383,35.93078613281227,0.0,0.0,0.0,0.0,0.0
78,120132233203211.0,56.07518686784432,35.98571777343729,0.0,0.0,0.0,0.0,0.0
79,120132233203222.0,56.05674926838383,35.95275878906228,0.0,0.0,0.0,0.0,0.0
80,120132233220111.0,56.050601433945374,35.94177246093729,0.0,0.0,0.0,0.0,0.0
81,120132233220113.0,56.04445261538373,35.94177246093729,0.0,0.0,0.0,0.0,0.0
82,120132233220131.0,56.03830281261055,35.94177246093729,0.0,0.0,0.0,0.0,0.0
83,120132233220133.0,56.032152025537435,35.94177246093729,0.0,0.0,0.0,0.0,0.0
84,120132233220311.0,56.02600025407612,35.94177246093729,0.0,0.0,0.0,0.0,0.0
85,120132233220312.0,56.019847498138276,35.93078613281227,0.0,0.0,0.0,0.0,0.0
86,120132233220313.0,56.019847498138276,35.94177246093729,0.0,0.0,0.0,0.0,0.0
87,120132233220321.0,56.01369375763567,35.91979980468728,0.0,0.0,0.0,0.0,0.0
88,120132233220323.0,56.00753903248008,35.91979980468728,0.0,0.0,0.0,0.0,0.0
89,120132233220330.0,56.01369375763567,35.93078613281227,0.0,0.0,0.0,0.0,0.0
90,120132233221002.0,56.04445261538373,35.95275878906228,0.0,0.0,0.0,0.0,0.0
91,120132233221003.0,56.04445261538373,35.96374511718729,0.0,0.0,0.0,0.0,0.0
92,120132233221012.0,56.04445261538373,35.97473144531228,0.0,0.0,0.0,0.0,0.0
93,120132233221021.0,56.03830281261055,35.96374511718729,0.0,0.0,0.0,0.0,0.0
94,120132233221022.0,56.032152025537435,35.95275878906228,0.0,0.0,0.0,0.0,0.0
95,120132233221023.0,56.032152025537435,35.96374511718729,0.0,0.0,0.0,0.0,0.0
96,120132233221200.0,56.02600025407612,35.95275878906228,0.0,0.0,0.0,0.0,0.0
97,120132233221201.0,56.02600025407612,35.96374511718729,0.0,0.0,0.0,0.0,0.0
98,120132233222112.0,55.99522662785719,35.93078613281227,0.0,0.0,0.0,0.0,0.0
99,120132233222130.0,55.9890689482136,35.93078613281227,0.0,0.0,0.0,0.0,0.0
100,120132233223002.0,55.99522662785719,35.95275878906228,0.0,0.0,0.0,0.0,0.0
101,120132233223020.0,55.9890689482136,35.95275878906228,0.0,0.0,0.0,0.0,0.0
102,120132233223021.0,55.9890689482136,35.96374511718729,0.0,0.0,0.0,0.0,0.0
103,120132233223130.0,55.9890689482136,36.01867675781229,0.0,0.0,0.0,0.0,0.0
104,120132233223132.0,55.98291028356443,36.01867675781229,0.0,0.0,0.0,0.0,0.0
105,120132233223133.0,55.98291028356443,36.02966308593728,0.0,0.0,0.0,0.0,0.0
106,120132233232310.0,55.9767506338216,36.10656738281228,0.0,0.0,0.0,0.0,0.0
107,120132233311233.0,56.105896526072144,36.51306152343728,0.0,0.0,0.0,0.0,0.0
108,120132233313030.0,56.08747368182368,36.50207519531229,0.0,0.0,0.0,0.0,0.0
109,120132233313212.0,56.06904198524484,36.50207519531229,0.0,0.0,0.0,0.0,0.0
110,120132233320220.0,56.01369375763567,36.21643066406228,0.0,0.0,0.0,0.0,0.0
111,120132233320221.0,56.01369375763567,36.22741699218727,0.0,0.0,0.0,0.0,0.0
112,120132233321320.0,56.01369375763567,36.34826660156228,0.0,0.0,0.0,0.0,0.0
113,120132233322000.0,56.00138332258332,36.21643066406228,0.0,0.0,0.0,0.0,0.0
114,120132233322221.0,55.96442837870288,36.22741699218727,0.0,0.0,0.0,0.0,0.0
115,120132233322222.0,55.958265773150984,36.21643066406228,0.0,0.0,0.0,0.0,0.0
116,120132233322223.0,55.958265773150984,36.22741699218727,0.0,0.0,0.0,0.0,0.0
117,120132233332111.0,56.00138332258332,36.46911621093729,0.0,0.0,0.0,0.0,0.0
118,120132233332113.0,55.99522662785719,36.46911621093729,0.0,0.0,0.0,0.0,0.0
119,120132233332301.0,55.9767506338216,36.44714355468729,0.0,0.0,0.0,0.0,0.0
120,120132233332310.0,55.9767506338216,36.45812988281227,0.0,0.0,0.0,0.0,0.0
121,120132233333000.0,56.00138332258332,36.48010253906228,0.0,0.0,0.0,0.0,0.0
122,120132233333002.0,55.99522662785719,36.48010253906228,0.0,0.0,0.0,0.0,0.0
123,120132233333020.0,55.9890689482136,36.48010253906228,0.0,0.0,0.0,0.0,0.0
124,120132233333303.0,55.97058999889708,36.53503417968729,0.0,0.0,0.0,0.0,0.0
125,120132233333312.0,55.97058999889708,36.54602050781227,0.0,0.0,0.0,0.0,0.0
126,120132233333333.0,55.958265773150984,36.55700683593729,0.0,0.0,0.0,0.0,0.0
127,120132302332033.0,56.76324363028386,37.12829589843729,0.0,0.0,0.0,0.0,0.0
128,120132302332122.0,56.76324363028386,37.13928222656229,0.0,0.0,0.0,0.0,0.0
129,120132302332123.0,56.76324363028386,37.15026855468729,0.0,0.0,0.0,0.0,0.0
130,120132302332211.0,56.757209346455056,37.12829589843729,0.0,0.0,0.0,0.0,0.0
131,120132302332213.0,56.75117408895544,37.12829589843729,0.0,0.0,0.0,0.0,0.0
132,120132302332300.0,56.757209346455056,37.13928222656229,0.0,0.0,0.0,0.0,0.0
133,120132302332301.0,56.757209346455056,37.15026855468729,0.0,0.0,0.0,0.0,0.0
134,120132302332302.0,56.75117408895544,37.13928222656229,0.0,0.0,0.0,0.0,0.0
135,120132302332312.0,56.75117408895544,37.16125488281227,0.0,0.0,0.0,0.0,0.0
136,120132302332313.0,56.75117408895544,37.17224121093729,0.0,0.0,0.0,0.0,0.0
137,120132302332320.0,56.74513785769323,37.13928222656229,0.0,0.0,0.0,0.0,0.0
138,120132302332331.0,56.74513785769323,37.17224121093729,0.0,0.0,0.0,0.0,0.0
139,120132302332332.0,56.73910065257671,37.16125488281227,0.0,0.0,0.0,0.0,0.0
140,120132302332333.0,56.73910065257671,37.17224121093729,0.0,0.0,0.0,0.0,0.0
141,120132302333201.0,56.757209346455056,37.19421386718727,0.0,0.0,0.0,0.0,0.0
142,120132302333203.0,56.75117408895544,37.19421386718727,0.0,0.0,0.0,0.0,0.0
143,120132302333210.0,56.757209346455056,37.20520019531229,0.0,0.0,0.0,0.0,0.0
144,120132302333212.0,56.75117408895544,37.20520019531229,0.0,0.0,0.0,0.0,0.0
145,120132302333220.0,56.74513785769323,37.18322753906228,0.0,0.0,0.0,0.0,0.0
146,120132302333221.0,56.74513785769323,37.19421386718727,0.0,0.0,0.0,0.0,0.0
147,120132302333230.0,56.74513785769323,37.20520019531229,0.0,0.0,0.0,0.0,0.0
148,120132302333233.0,56.73910065257671,37.21618652343727,0.0,0.0,0.0,0.0,0.0
149,120132302333321.0,56.74513785769323,37.23815917968727,0.0,0.0,0.0,0.0,0.0
150,120132302333322.0,56.73910065257671,37.22717285156229,0.0,0.0,0.0,0.0,0.0
151,120132302333332.0,56.73910065257671,37.24914550781229,0.0,0.0,0.0,0.0,0.0
152,120132303223123.0,56.76324363028386,37.41394042968728,0.0,0.0,0.0,0.0,0.0
153,120132303231032.0,56.811482859783894,37.55676269531228,0.0,0.0,0.0,0.0,0.0
154,120132303232331.0,56.74513785769323,37.52380371093729,0.0,0.0,0.0,0.0,0.0
155,120132303232332.0,56.73910065257671,37.51281738281227,0.0,0.0,0.0,0.0,0.0
156,120132303232333.0,56.73910065257671,37.52380371093729,0.0,0.0,0.0,0.0,0.0
157,120132303233220.0,56.74513785769323,37.53479003906227,0.0,0.0,0.0,0.0,0.0
158,120132303233222.0,56.73910065257671,37.53479003906227,0.0,0.0,0.0,0.0,0.0
159,120132303233223.0,56.73910065257671,37.54577636718729,0.0,0.0,0.0,0.0,0.0
160,120132303303213.0,56.84762141989744,37.74353027343728,0.0,0.0,0.0,0.0,0.0
161,120132303330021.0,56.817508384708674,37.80944824218727,0.0,0.0,0.0,0.0,0.0
162,120132303330023.0,56.811482859783894,37.80944824218727,0.0,0.0,0.0,0.0,0.0
163,120132303330032.0,56.811482859783894,37.82043457031229,0.0,0.0,0.0,0.0,0.0
164,120132320033323.0,56.545395346352194,36.88659667968728,0.0,0.0,0.0,0.0,0.0
165,120132320110101.0,56.733062473514195,37.15026855468729,0.0,0.0,0.0,0.0,0.0
166,120132320110102.0,56.727023320414006,37.13928222656229,0.0,0.0,0.0,0.0,0.0
167,120132320110103.0,56.727023320414006,37.15026855468729,0.0,0.0,0.0,0.0,0.0
168,120132320110110.0,56.733062473514195,37.16125488281227,0.0,0.0,0.0,0.0,0.0
169,120132320111102.0,56.727023320414006,37.22717285156229,0.0,0.0,0.0,0.0,0.0
170,120132320111221.0,56.69681294114146,37.19421386718727,0.0,0.0,0.0,0.0,0.0
171,120132320201133.0,56.52111190991735,36.73278808593727,0.0,0.0,0.0,0.0,0.0
172,120132320202023.0,56.47249812428579,36.57897949218729,0.0,0.0,0.0,0.0,0.0
173,120132320202201.0,56.4664170012442,36.57897949218729,0.0,0.0,0.0,0.0,0.0
174,120132320212222.0,56.44816776349822,36.74377441406228,0.0,0.0,0.0,0.0,0.0
175,120132320213120.0,56.47857826937451,36.87561035156229,0.0,0.0,0.0,0.0,0.0
176,120132320213203.0,56.46033490015933,36.84265136718727,0.0,0.0,0.0,0.0,0.0
177,120132320220000.0,56.442082727741266,36.56799316406228,0.0,0.0,0.0,0.0,0.0
178,120132320220002.0,56.43599671357964,36.56799316406228,0.0,0.0,0.0,0.0,0.0
179,120132320221220.0,56.405551963542365,36.65588378906229,0.0,0.0,0.0,0.0,0.0
180,120132320223021.0,56.38117854302744,36.66687011718728,0.0,0.0,0.0,0.0,0.0
181,120132320223032.0,56.37508273985834,36.67785644531227,0.0,0.0,0.0,0.0,0.0
182,120132320223033.0,56.37508273985834,36.68884277343729,0.0,0.0,0.0,0.0,0.0
183,120132320223122.0,56.37508273985834,36.69982910156228,0.0,0.0,0.0,0.0,0.0
184,120132320223211.0,56.36898595729309,36.68884277343729,0.0,0.0,0.0,0.0,0.0
185,120132320223300.0,56.36898595729309,36.69982910156228,0.0,0.0,0.0,0.0,0.0
186,120132320223301.0,56.36898595729309,36.71081542968727,0.0,0.0,0.0,0.0,0.0
187,120132320223332.0,56.35068973232088,36.72180175781228,0.0,0.0,0.0,0.0,0.0
188,120132320230000.0,56.442082727741266,36.74377441406228,0.0,0.0,0.0,0.0,0.0
189,120132320230002.0,56.43599671357964,36.74377441406228,0.0,0.0,0.0,0.0,0.0
190,120132320231132.0,56.42382174968121,36.89758300781227,0.0,0.0,0.0,0.0,0.0
191,120132320231232.0,56.39946007705775,36.85363769531229,0.0,0.0,0.0,0.0,0.0
192,120132320231233.0,56.39946007705775,36.86462402343728,0.0,0.0,0.0,0.0,0.0
193,120132320232123.0,56.37508273985834,36.79870605468729,0.0,0.0,0.0,0.0,0.0
194,120132320232222.0,56.35068973232088,36.74377441406228,0.0,0.0,0.0,0.0,0.0
195,120132320232301.0,56.36898595729309,36.79870605468729,0.0,0.0,0.0,0.0,0.0
196,120132320233011.0,56.3933672115371,36.86462402343728,0.0,0.0,0.0,0.0,0.0
197,120132320233133.0,56.37508273985834,36.90856933593729,0.0,0.0,0.0,0.0,0.0
198,120132320312122.0,56.47249812428579,37.13928222656229,0.0,0.0,0.0,0.0,0.0
199,120132320313302.0,56.46033490015933,37.22717285156229,0.0,0.0,0.0,0.0,0.0
200,120132320321303.0,56.41164287108106,37.06237792968729,0.0,0.0,0.0,0.0,0.0
201,120132320322003.0,56.387273366890355,36.93054199218729,0.0,0.0,0.0,0.0,0.0
202,120132320322021.0,56.38117854302744,36.93054199218729,0.0,0.0,0.0,0.0,0.0
203,120132320322022.0,56.37508273985834,36.91955566406227,0.0,0.0,0.0,0.0,0.0
204,120132320322033.0,56.37508273985834,36.95251464843729,0.0,0.0,0.0,0.0,0.0
205,120132320330112.0,56.43599671357964,37.16125488281227,0.0,0.0,0.0,0.0,0.0
206,120132320330130.0,56.42990972092302,37.16125488281227,0.0,0.0,0.0,0.0,0.0
207,120132320330133.0,56.42382174968121,37.17224121093729,0.0,0.0,0.0,0.0,0.0
208,120132320331020.0,56.42990972092302,37.18322753906228,0.0,0.0,0.0,0.0,0.0
209,120132320331022.0,56.42382174968121,37.18322753906228,0.0,0.0,0.0,0.0,0.0
210,120132320331023.0,56.42382174968121,37.19421386718727,0.0,0.0,0.0,0.0,0.0
211,120132320331321.0,56.405551963542365,37.23815917968727,0.0,0.0,0.0,0.0,0.0
212,120132320331323.0,56.39946007705775,37.23815917968727,0.0,0.0,0.0,0.0,0.0
213,120132320331330.0,56.405551963542365,37.24914550781229,0.0,0.0,0.0,0.0,0.0
214,120132321003103.0,56.67867501926507,37.41394042968728,0.0,0.0,0.0,0.0,0.0
215,120132321010110.0,56.733062473514195,37.51281738281227,0.0,0.0,0.0,0.0,0.0
216,120132321010111.0,56.733062473514195,37.52380371093729,0.0,0.0,0.0,0.0,0.0
217,120132321010112.0,56.727023320414006,37.51281738281227,0.0,0.0,0.0,0.0,0.0
218,120132321010130.0,56.720983193184495,37.51281738281227,0.0,0.0,0.0,0.0,0.0
219,120132321011000.0,56.733062473514195,37.53479003906227,0.0,0.0,0.0,0.0,0.0
220,120132321011001.0,56.733062473514195,37.54577636718729,0.0,0.0,0.0,0.0,0.0
221,120132321011002.0,56.727023320414006,37.53479003906227,0.0,0.0,0.0,0.0,0.0
222,120132321011003.0,56.727023320414006,37.54577636718729,0.0,0.0,0.0,0.0,0.0
223,120132321011020.0,56.720983193184495,37.53479003906227,0.0,0.0,0.0,0.0,0.0
224,120132321011103.0,56.727023320414006,37.58972167968727,0.0,0.0,0.0,0.0,0.0
225,120132321011112.0,56.727023320414006,37.60070800781229,0.0,0.0,0.0,0.0,0.0
226,120132321011113.0,56.727023320414006,37.61169433593728,0.0,0.0,0.0,0.0,0.0
227,120132321020010.0,56.636319077140286,37.29309082031227,0.0,0.0,0.0,0.0,0.0
228,120132321020012.0,56.63026432699302,37.29309082031227,0.0,0.0,0.0,0.0,0.0
229,120132321020013.0,56.63026432699302,37.30407714843729,0.0,0.0,0.0,0.0,0.0
230,120132321023132.0,56.56966315293922,37.42492675781228,0.0,0.0,0.0,0.0,0.0
231,120132321023133.0,56.56966315293922,37.43591308593729,0.0,0.0,0.0,0.0,0.0
232,120132321023301.0,56.563597666272884,37.41394042968728,0.0,0.0,0.0,0.0,0.0
233,120132321023303.0,56.5575312030135,37.41394042968728,0.0,0.0,0.0,0.0,0.0
234,120132321023310.0,56.563597666272884,37.42492675781228,0.0,0.0,0.0,0.0,0.0
235,120132321023311.0,56.563597666272884,37.43591308593729,0.0,0.0,0.0,0.0,0.0
236,120132321023312.0,56.5575312030135,37.42492675781228,0.0,0.0,0.0,0.0,0.0
237,120132321023330.0,56.55146376307022,37.42492675781228,0.0,0.0,0.0,0.0,0.0
238,120132321032311.0,56.563597666272884,37.52380371093729,0.0,0.0,0.0,0.0,0.0
239,120132321033200.0,56.563597666272884,37.53479003906227,0.0,0.0,0.0,0.0,0.0
240,120132321100002.0,56.727023320414006,37.62268066406229,0.0,0.0,0.0,0.0,0.0
241,120132321100003.0,56.727023320414006,37.63366699218728,0.0,0.0,0.0,0.0,0.0
242,120132321111100.0,56.733062473514195,37.93029785156228,0.0,0.0,0.0,0.0,0.0
243,120132321112232.0,56.64237285178697,37.82043457031229,0.0,0.0,0.0,0.0,0.0
244,120132321122220.0,56.55146376307022,37.62268066406229,0.0,0.0,0.0,0.0,0.0
245,120132321122311.0,56.563597666272884,37.69958496093728,0.0,0.0,0.0,0.0,0.0
246,120132321123200.0,56.563597666272884,37.71057128906228,0.0,0.0,0.0,0.0,0.0
247,120132321131322.0,56.59391533549214,37.93029785156228,0.0,0.0,0.0,0.0,0.0
248,120132321133231.0,56.55146376307022,37.91931152343729,0.0,0.0,0.0,0.0,0.0
249,120132321133322.0,56.545395346352194,37.93029785156228,0.0,0.0,0.0,0.0,0.0
250,120132321201103.0,56.53325558222883,37.41394042968728,0.0,0.0,0.0,0.0,0.0
251,120132321202131.0,56.47857826937451,37.34802246093727,0.0,0.0,0.0,0.0,0.0
252,120132321202233.0,56.44816776349822,37.30407714843729,0.0,0.0,0.0,0.0,0.0
253,120132321203020.0,56.47857826937451,37.35900878906229,0.0,0.0,0.0,0.0,0.0
254,120132321203211.0,56.4664170012442,37.39196777343729,0.0,0.0,0.0,0.0,0.0
255,120132321203303.0,56.46033490015933,37.41394042968728,0.0,0.0,0.0,0.0,0.0
256,120132321211112.0,56.53325558222883,37.60070800781229,0.0,0.0,0.0,0.0,0.0
257,120132321211120.0,56.52718423464196,37.57873535156229,0.0,0.0,0.0,0.0,0.0
258,120132321211121.0,56.52718423464196,37.58972167968727,0.0,0.0,0.0,0.0,0.0
259,120132321211130.0,56.52718423464196,37.60070800781229,0.0,0.0,0.0,0.0,0.0
260,120132321211131.0,56.52718423464196,37.61169433593728,0.0,0.0,0.0,0.0,0.0
261,120132321211132.0,56.52111190991735,37.60070800781229,0.0,0.0,0.0,0.0,0.0
262,120132321212121.0,56.47857826937451,37.50183105468728,0.0,0.0,0.0,0.0,0.0
263,120132321222013.0,56.387273366890355,37.30407714843729,0.0,0.0,0.0,0.0,0.0
264,120132321222120.0,56.38117854302744,37.31506347656228,0.0,0.0,0.0,0.0,0.0
265,120132321222121.0,56.38117854302744,37.32604980468727,0.0,0.0,0.0,0.0,0.0
266,120132321222122.0,56.37508273985834,37.31506347656228,0.0,0.0,0.0,0.0,0.0
267,120132321222123.0,56.37508273985834,37.32604980468727,0.0,0.0,0.0,0.0,0.0
268,120132321222130.0,56.38117854302744,37.33703613281228,0.0,0.0,0.0,0.0,0.0
269,120132321222132.0,56.37508273985834,37.33703613281228,0.0,0.0,0.0,0.0,0.0
270,120132321222301.0,56.36898595729309,37.32604980468727,0.0,0.0,0.0,0.0,0.0
271,120132321222303.0,56.36288819524171,37.32604980468727,0.0,0.0,0.0,0.0,0.0
272,120132321222310.0,56.36898595729309,37.33703613281228,0.0,0.0,0.0,0.0,0.0
273,120132321222323.0,56.35068973232088,37.32604980468727,0.0,0.0,0.0,0.0,0.0
274,120132321223122.0,56.37508273985834,37.40295410156228,0.0,0.0,0.0,0.0,0.0
275,120132321223123.0,56.37508273985834,37.41394042968728,0.0,0.0,0.0,0.0,0.0
276,120132321223301.0,56.36898595729309,37.41394042968728,0.0,0.0,0.0,0.0,0.0
277,120132321230030.0,56.42990972092302,37.46887207031229,0.0,0.0,0.0,0.0,0.0
278,120132321230112.0,56.43599671357964,37.51281738281227,0.0,0.0,0.0,0.0,0.0
279,120132321230113.0,56.43599671357964,37.52380371093729,0.0,0.0,0.0,0.0,0.0
280,120132321230131.0,56.42990972092302,37.52380371093729,0.0,0.0,0.0,0.0,0.0
281,120132321230323.0,56.39946007705775,37.50183105468728,0.0,0.0,0.0,0.0,0.0
282,120132321231311.0,56.41773279976394,37.61169433593728,0.0,0.0,0.0,0.0,0.0
283,120132321231313.0,56.41164287108106,37.61169433593728,0.0,0.0,0.0,0.0,0.0
284,120132321232110.0,56.3933672115371,37.51281738281227,0.0,0.0,0.0,0.0,0.0
285,120132321232112.0,56.387273366890355,37.51281738281227,0.0,0.0,0.0,0.0,0.0
286,120132321232131.0,56.38117854302744,37.52380371093729,0.0,0.0,0.0,0.0,0.0
287,120132321232313.0,56.36288819524171,37.52380371093729,0.0,0.0,0.0,0.0,0.0
288,120132321232320.0,56.35678945361427,37.49084472656227,0.0,0.0,0.0,0.0,0.0
289,120132321232321.0,56.35678945361427,37.50183105468728,0.0,0.0,0.0,0.0,0.0
290,120132321232322.0,56.35068973232088,37.49084472656227,0.0,0.0,0.0,0.0,0.0
291,120132321232323.0,56.35068973232088,37.50183105468728,0.0,0.0,0.0,0.0,0.0
292,120132321232330.0,56.35678945361427,37.51281738281227,0.0,0.0,0.0,0.0,0.0
293,120132321232331.0,56.35678945361427,37.52380371093729,0.0,0.0,0.0,0.0,0.0
294,120132321232332.0,56.35068973232088,37.51281738281227,0.0,0.0,0.0,0.0,0.0
295,120132321232333.0,56.35068973232088,37.52380371093729,0.0,0.0,0.0,0.0,0.0
296,120132321233022.0,56.37508273985834,37.53479003906227,0.0,0.0,0.0,0.0,0.0
297,120132321233023.0,56.37508273985834,37.54577636718729,0.0,0.0,0.0,0.0,0.0
298,120132321233200.0,56.36898595729309,37.53479003906227,0.0,0.0,0.0,0.0,0.0
299,120132321233201.0,56.36898595729309,37.54577636718729,0.0,0.0,0.0,0.0,0.0
300,120132321233202.0,56.36288819524171,37.53479003906227,0.0,0.0,0.0,0.0,0.0
301,120132321233203.0,56.36288819524171,37.54577636718729,0.0,0.0,0.0,0.0,0.0
